,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
0,ETH/BTC,2023-03-02 15:36:06.529,ETH,BTC,0.069735,0.012,0.069759,0.05
1,BNB/BTC,2023-03-02 15:36:06.583,BNB,BTC,0.0127426,0.05,0.0127545,3.0
2,ADA/BTC,2023-03-02 15:36:06.637,ADA,BTC,1.494e-05,2.0,1.496e-05,2168.0
3,SOL/BTC,2023-03-02 15:36:06.690,SOL,BTC,0.0009352,1.42,0.0009361,15.12
4,MATIC/BTC,2023-03-02 15:36:06.750,MATIC,BTC,5.151e-05,26.2,5.157e-05,150.2
5,MANA/BTC,2023-03-02 15:36:06.848,MANA,BTC,2.699e-05,831.0,2.705e-05,1409.0
6,TRX/BTC,2023-03-02 15:36:06.905,TRX,BTC,2.97e-06,4.0,2.98e-06,25352.0
7,ADA/ETH,2023-03-02 15:36:06.960,ADA,ETH,0.0002136,994.9,0.0002142,891.6
8,BTC/USDT,2023-03-02 15:36:07.012,BTC,USDT,23373.92,0.118619,23376.0,0.045275
9,ETH/USDT,2023-03-02 15:36:07.065,ETH,USDT,1630.2,0.95,1630.77,0.5
10,BNB/USDT,2023-03-02 15:36:07.118,BNB,USDT,297.8577,0.8,297.8919,0.8
11,ADA/USDT,2023-03-02 15:36:07.172,ADA,USDT,0.34863,1100.0,0.34875,511.2
12,BUSD/USDT,2023-03-02 15:36:07.226,BUSD,USDT,0.9995,293433.93,0.9996,317175.73
13,SOL/USDT,2023-03-02 15:36:07.288,SOL,USDT,21.857,22.87,21.8635,23.0
14,USDC/USDT,2023-03-02 15:36:07.342,USDC,USDT,1.0001,307657.0,1.0002,299181.0
15,MATIC/USDT,2023-03-02 15:36:07.394,MATIC,USDT,1.203,1664.6,1.205,5405.6
16,MANA/USDT,2023-03-02 15:36:07.447,MANA,USDT,0.631,157.0,0.6322,571.0
17,TRX/USDT,2023-03-02 15:36:07.501,TRX,USDT,0.06928,10824.9,0.06933,10818.6
18,BTC/BUSD,2023-03-02 15:36:07.612,BTC,BUSD,23371.44,0.0215,23376.83,0.0215
19,BNB/BUSD,2023-03-02 15:36:07.665,BNB,BUSD,297.763,1.67,297.9525,1.34
20,ETH/BUSD,2023-03-02 15:36:07.719,ETH,BUSD,1630.21,0.51,1630.76,0.255
21,MATIC/BUSD,2023-03-02 15:36:07.772,MATIC,BUSD,1.20341,623.1,1.20454,415.0
22,USDC/BUSD,2023-03-02 15:36:07.893,USDC,BUSD,0.9999,329027.8,1.0,279879.62
23,MANA/BUSD,2023-03-02 15:36:07.950,MANA,BUSD,0.6307,343.0,0.6321,3054.0
24,ADA/BUSD,2023-03-02 15:36:08.003,ADA,BUSD,0.348,6582.9,0.349,997.0
25,SOL/BUSD,2023-03-02 15:36:08.056,SOL,BUSD,21.83,1.39,21.9,181.09
26,TRX/BUSD,2023-03-02 15:36:08.114,TRX,BUSD,0.06929,10823.9,0.06939,25220.4
27,BTC/USDC,2023-03-02 15:36:08.170,BTC,USDC,23371.66,0.02,23376.99,0.051
28,ETH/USDC,2023-03-02 15:36:08.228,ETH,USDC,1630.16,0.1,1630.81,0.215
29,SOL/USDC,2023-03-02 15:36:08.298,SOL,USDC,21.83,343.52,21.88,201.08
30,ADA/USDC,2023-03-02 15:36:08.368,ADA,USDC,0.3482,8615.4,0.3494,2433.1
31,BTC/DAI,2023-03-02 15:36:08.433,BTC,DAI,23366.44,0.04954,23394.36,0.0495
32,ETH/DAI,2023-03-02 15:36:08.485,ETH,DAI,1629.89,0.4974,1631.81,1.49
33,BTC/USD,2023-03-02 15:36:08.623,BTC,USD,23373.01,0.007463,23376.72,0.048805
34,ETH/USD,2023-03-02 15:36:08.675,ETH,USD,1630.49,2.56455,1630.74,0.5807
35,USDT/USD,2023-03-02 15:36:08.730,USDT,USD,1.0,10407.87,1.0001,954839.68
36,BNB/USD,2023-03-02 15:36:08.782,BNB,USD,297.9002,2.1,297.9525,1.342
37,ADA/USD,2023-03-02 15:36:08.835,ADA,USD,0.3488,1500.0,0.3489,3000.0
38,BUSD/USD,2023-03-02 15:36:08.942,BUSD,USD,0.9995,79157.8,0.9999,795593.48
39,MATIC/USD,2023-03-02 15:36:08.998,MATIC,USD,1.204,937.6,1.2045,937.5
40,USDC/USD,2023-03-02 15:36:09.051,USDC,USD,0.9999,5050.3,1.0,517682.17
41,MANA/USD,2023-03-02 15:36:09.102,MANA,USD,0.631,372.34,0.6316,572.34
42,DAI/USD,2023-03-02 15:36:09.155,DAI,USD,0.9991,4534.66,1.0001,7591.82
43,SOL/USD,2023-03-02 15:36:09.217,SOL,USD,21.8581,55.73,21.8659,18.29
44,TRX/USD,2023-03-02 15:36:09.270,TRX,USD,0.0692,225602.2,0.0694,224245.5
